Date,Price,Open_1,High_1,Low_1
"Sep 12, 2016",608,624.5,630.8,592.8
"Sep 13, 2016",608.6,605.6,610.6,603
"Sep 14, 2016",609.5,608,612,604.9
"Sep 15, 2016",608.1,608.6,612.2,606.4
"Sep 16, 2016",607.8,609.5,610.7,605.1
"Sep 17, 2016",607.1,608.1,610.4,605.2
"Sep 18, 2016",610.7,607.8,609.6,604.5
"Sep 19, 2016",609.8,607.1,612.4,605.2
"Sep 20, 2016",609.2,610.7,612.4,607
"Sep 21, 2016",597.2,609.8,611.3,605.9
"Sep 22, 2016",595.6,609.2,608.8,591.7
"Sep 23, 2016",602.9,597.2,599.8,592.8
"Sep 24, 2016",602.6,595.6,603.7,594.1
"Sep 25, 2016",601.5,602.9,605.9,600.5
"Sep 26, 2016",606.5,602.6,604.9,598.3
"Sep 27, 2016",605.5,601.5,608.5,598.2
"Sep 28, 2016",604.7,606.5,609,601.7
"Sep 29, 2016",604.7,605.5,606.9,602.6
"Sep 30, 2016",608.1,604.7,607.2,602
"Oct 01, 2016",613.4,604.7,608.8,602.3
"Oct 02, 2016",610.7,608.1,615,607.1
"Oct 03, 2016",611.6,613.4,614.2,607.7
"Oct 04, 2016",609,610.7,613.2,608.5
"Oct 05, 2016",611.8,611.6,612.7,606.5
"Oct 06, 2016",611,609,613.7,608
"Oct 07, 2016",616,611.8,612.7,608.5
"Oct 08, 2016",617.7,611,619.4,609.1
"Oct 09, 2016",615.8,616,619.6,614.9
"Oct 10, 2016",617.3,617.7,618.3,613
"Oct 11, 2016",640.5,615.8,618.8,612.8
"Oct 12, 2016",636,617.3,642.3,615.6
"Oct 13, 2016",635.6,640.5,642.5,632.2
"Oct 14, 2016",637.9,636,639.5,632.3
"Oct 15, 2016",637,635.6,640.5,630.7
"Oct 16, 2016",640.1,637.9,641.4,635.1
"Oct 17, 2016",637.4,637,642.2,636.4
"Oct 18, 2016",635.3,640.1,641.3,634.9
"Oct 19, 2016",629.1,637.4,639.3,632.2
"Oct 20, 2016",628.3,635.3,637.3,624.1
"Oct 21, 2016",630.5,629.1,630.8,625.5
"Oct 22, 2016",655.5,628.3,633.3,627.6
"Oct 23, 2016",653,630.5,659.9,629.7
"Oct 24, 2016",650.5,655.5,661.2,648.8
"Oct 25, 2016",651,653,654.3,645.7
"Oct 26, 2016",674.7,650.5,662.5,647.7
"Oct 27, 2016",682.3,651,678.4,651.4
"Oct 28, 2016",686.2,674.7,687.9,672.3
"Oct 29, 2016",715,682.3,688.4,678.6
"Oct 30, 2016",697.3,686.2,720.2,685.2
"Oct 31, 2016",698.7,715,714.9,689.5
"Nov 01, 2016",726.8,697.3,707.2,682.2
"Nov 02, 2016",733.5,698.7,734.4,695.2
"Nov 03, 2016",684.9,726.8,735.8,718.1
"Nov 04, 2016",702.1,733.5,744.4,670.4
"Nov 05, 2016",702.1,684.9,706.6,681.3
"Nov 06, 2016",709.9,702.1,706.4,694
"Nov 07, 2016",705.4,702.1,714.1,697.6
"Nov 08, 2016",710.9,709.9,711.7,698.3
"Nov 09, 2016",721.4,705.4,714.6,701
"Nov 10, 2016",714.6,710.9,741.2,707.1
"Nov 11, 2016",715,721.4,723,707.3
"Nov 12, 2016",704.3,714.6,719.8,711.7
"Nov 13, 2016",702,715,717.4,701.1
"Nov 14, 2016",704.6,704.3,705.6,685
"Nov 15, 2016",711.1,702,708,696.1
"Nov 16, 2016",740.3,704.6,716.9,697.9
"Nov 17, 2016",737.5,711.1,746,708.1
"Nov 18, 2016",747,740.3,751.9,730.1
"Nov 19, 2016",747.9,737.5,751.4,731
"Nov 20, 2016",728.5,747,755.3,737.4
"Nov 21, 2016",736.2,747.9,752.3,712.8
"Nov 22, 2016",749.3,728.5,744.3,726.5
"Nov 23, 2016",741.1,736.2,754,730.6
"Nov 24, 2016",735.3,749.3,750.9,731.3
"Nov 25, 2016",740.4,741.1,744.2,726.2
"Nov 26, 2016",734.1,735.3,741.3,729
"Nov 27, 2016",729.4,740.4,741,725.6
"Nov 28, 2016",733.3,734.1,738.3,727.1
"Nov 29, 2016",732.6,729.4,738.1,727.7
"Nov 30, 2016",742.5,733.3,737,727.8
"Dec 01, 2016",752.6,732.6,745.4,730.6
"Dec 02, 2016",770.9,742.5,755.5,741.1
"Dec 03, 2016",764.2,752.6,779,752.3
"Dec 04, 2016",766.4,770.9,772.3,755.8
"Dec 05, 2016",754.3,764.2,769.2,758.8
"Dec 06, 2016",758.2,766.4,769.2,746
"Dec 07, 2016",765.6,754.3,762.5,750.9
"Dec 08, 2016",768.5,758.2,769,754.3
"Dec 09, 2016",770.5,765.6,773.4,761.2
"Dec 10, 2016",774,768.5,773.5,765
"Dec 11, 2016",767.9,770.5,777,769.2
"Dec 12, 2016",778.5,774,774.2,763
"Dec 13, 2016",778.7,767.9,781.3,767.9
"Dec 14, 2016",776.5,778.5,790.3,767.8
"Dec 15, 2016",775.2,778.7,780.8,771
"Dec 16, 2016",782,776.5,780.3,773.1
"Dec 17, 2016",787.2,775.2,783.9,773.3
"Dec 18, 2016",789,782,791.6,779.4
"Dec 19, 2016",789.8,787.2,791.3,783.8
"Dec 20, 2016",799.1,789,793.7,786.3
"Dec 21, 2016",829.2,789.8,800,787.1
"Dec 22, 2016",860.2,799.1,833.1,796
"Dec 23, 2016",917.2,829.2,874.7,828.9
"Dec 24, 2016",891.1,860.2,920.3,858
"Dec 25, 2016",891.1,917.2,920.5,880.8
"Dec 26, 2016",898.4,891.1,895.2,851.4
"Dec 27, 2016",925.8,891.1,909.3,885.9
"Dec 28, 2016",972.2,898.4,937.9,893.4
"Dec 29, 2016",971.1,925.8,974.5,925.5
"Dec 30, 2016",959,972.2,982.6,949.2
"Dec 31, 2016",963.4,971.1,971.6,927.4
"Jan 01, 2017",995.4,959,965.5,942.4
"Jan 02, 2017",1017,963.4,1001.6,956.1
"Jan 03, 2017",1033.3,995.4,1031.7,990.2
"Jan 04, 2017",1135.4,1017,1035.5,1006.5
"Jan 05, 2017",989.3,1033.3,1148.5,1022.3
"Jan 06, 2017",886.2,1135.4,1150.6,874.5
"Jan 07, 2017",888.9,989.3,1027.4,852.5
"Jan 08, 2017",900.9,886.2,900.9,806.7
"Jan 09, 2017",899.8,888.9,936.1,875.8
"Jan 10, 2017",904.4,900.9,910.5,870.9
"Jan 11, 2017",785.4,899.8,911.3,890.1
"Jan 12, 2017",810.1,904.4,917.7,751.6
"Jan 13, 2017",824.8,785.4,828.2,739.5
"Jan 14, 2017",819.6,810.1,835,771
"Jan 15, 2017",821.2,824.8,838.9,808.3
"Jan 16, 2017",827.3,819.6,826.4,808.6
"Jan 17, 2017",899.7,821.2,836.7,817.7
"Jan 18, 2017",872,827.3,906.4,825
"Jan 19, 2017",895.2,899.7,913.7,845.9
"Jan 20, 2017",892.9,872,905.3,870.7
"Jan 21, 2017",919.8,895.2,901.5,878.9
"Jan 22, 2017",918.8,892.9,928.9,889.5
"Jan 23, 2017",921.5,919.8,938.4,888.6
"Jan 24, 2017",893.8,918.8,928,910.8
"Jan 25, 2017",894.4,921.5,925.6,889.2
"Jan 26, 2017",915.6,893.8,905.7,883.6
"Jan 27, 2017",918,894.4,919.3,893.5
"Jan 28, 2017",918.5,915.6,922.6,907.9
"Jan 29, 2017",914.5,918,921.9,912.8
"Jan 30, 2017",920.7,918.5,922.4,912.7
"Jan 31, 2017",965.5,914.5,922.3,911.5
"Feb 01, 2017",982.4,920.7,967.5,917.4
"Feb 02, 2017",1004,965.5,986.6,959.8
"Feb 03, 2017",1013,982.4,1009.1,973.5
"Feb 04, 2017",1031.8,1004,1023.7,989.2
"Feb 05, 2017",1016.1,1013,1041,1000.4
"Feb 06, 2017",1024.7,1031.8,1033.7,1004
"Feb 07, 2017",1049.6,1016.1,1030.6,1010.8
"Feb 08, 2017",1055.5,1024.7,1054.1,1019.9
"Feb 09, 2017",979,1049.6,1069.2,1020.3
"Feb 10, 2017",997.6,1055.5,1073,924.7
"Feb 11, 2017",1008.3,979,1005.6,947
"Feb 12, 2017",996.5,997.6,1014.3,983.9
"Feb 13, 2017",995.4,1008.3,1007.8,992.5
"Feb 14, 2017",1008.3,996.5,1007.6,975.1
"Feb 15, 2017",1008.2,995.4,1013.8,986.5
"Feb 16, 2017",1031.9,1008.3,1010.9,999.7
"Feb 17, 2017",1049.4,1008.2,1040.3,1007.4
"Feb 18, 2017",1052.3,1031.9,1057.4,1025.9
"Feb 19, 2017",1048.9,1049.4,1063.2,1044.7
"Feb 20, 2017",1077.6,1052.3,1056.5,1037.7
"Feb 21, 2017",1119,1048.9,1081.8,1041
"Feb 22, 2017",1120.5,1077.6,1123,1073.5
"Feb 23, 2017",1171.9,1119,1132.3,1094.8
"Feb 24, 2017",1176.5,1120.5,1181.6,1113.5
"Feb 25, 2017",1149.1,1171.9,1211.7,1092.4
"Feb 26, 2017",1171.6,1176.5,1180,1116.2
"Feb 27, 2017",1188.8,1149.1,1177.5,1130.6
"Feb 28, 2017",1189.3,1171.6,1195.8,1164.3
"Mar 01, 2017",1222.7,1188.8,1208.2,1175.8
"Mar 02, 2017",1255.5,1189.3,1225,1154.6
"Mar 03, 2017",1283.3,1222.7,1287,1212
"Mar 04, 2017",1264.3,1255.5,1291.3,1250.8
"Mar 05, 2017",1271.2,1283.3,1285.8,1228.7
"Mar 06, 2017",1277,1264.3,1273.3,1242.1
"Mar 07, 2017",1232.7,1271.2,1280.6,1261
"Mar 08, 2017",1147,1277,1280.9,1148.7
"Mar 09, 2017",1191.3,1232.7,1242,1136.9
"Mar 10, 2017",1112.4,1147,1207,1129.3
"Mar 11, 2017",1179.2,1191.3,1330.4,988.7
"Mar 12, 2017",1225.1,1112.4,1202.7,1104.8
"Mar 13, 2017",1238.2,1179.2,1235.5,1160.9
"Mar 14, 2017",1243.1,1225.1,1245.6,1205.6
"Mar 15, 2017",1253.4,1238.2,1255.5,1218.4
"Mar 16, 2017",1172.9,1243.1,1256.9,1236.4
"Mar 17, 2017",1071.7,1253.4,1260.2,1119
"Mar 18, 2017",971.4,1172.9,1174.9,1063.5
"Mar 19, 2017",1022.6,1071.7,1103.6,940.2
"Mar 20, 2017",1047.5,971.4,1063.7,967.3
"Mar 21, 2017",1121.3,1022.6,1057.5,1005
"Mar 22, 2017",1044.7,1047.5,1125.5,1043.9
"Mar 23, 2017",1035,1121.3,1121.9,997.8
"Mar 24, 2017",939.7,1044.7,1062.8,1022
"Mar 25, 2017",966.3,1035,1038.4,927.3
"Mar 26, 2017",969.4,939.7,996,890.4
"Mar 27, 2017",1045.1,966.3,1004.3,946.7
"Mar 28, 2017",1044.4,969.4,1048.8,961.8
"Mar 29, 2017",1041.9,1045.1,1068.4,1015.5
"Mar 30, 2017",1037.9,1044.4,1058.7,1008.3
"Mar 31, 2017",1079.1,1041.9,1052.7,1020.9
"Apr 01, 2017",1086.1,1037.9,1088.2,1035.2
"Apr 02, 2017",1097.4,1079.1,1103.7,1067.5
"Apr 03, 2017",1147.6,1086.1,1109.5,1074.2
